,NAME_CONTRACT_TYPE,NAME_TYPE_SUITE,ORGANIZATION_TYPE,DAYS_EMPLOYED,OWN_CAR_AGE
505,Cash loans,Family,XNA,365243,
506,Cash loans,Unaccompanied,Industry: type 3,-4406,23.0
507,Cash loans,Unaccompanied,Business Entity Type 3,-2197,
508,Cash loans,Unaccompanied,Business Entity Type 3,-1374,
509,Cash loans,Unaccompanied,XNA,365243,
510,Cash loans,Family,School,-750,4.0
511,Cash loans,Family,Self-employed,-1540,
512,Cash loans,Unaccompanied,Business Entity Type 3,-1458,
513,Cash loans,Unaccompanied,Business Entity Type 3,-1384,15.0
514,Cash loans,"Spouse, partner",Other,-6715,9.0
515,Cash loans,Unaccompanied,Business Entity Type 3,-583,
516,Cash loans,Unaccompanied,Business Entity Type 3,-990,
517,Cash loans,Unaccompanied,Self-employed,-749,
518,Cash loans,Unaccompanied,Industry: type 11,-1434,
519,Cash loans,Unaccompanied,Business Entity Type 3,-1057,
520,Cash loans,"Spouse, partner",Business Entity Type 1,-3820,
521,Cash loans,Unaccompanied,Kindergarten,-8093,
522,Cash loans,Family,Business Entity Type 3,-908,
523,Cash loans,Unaccompanied,Transport: type 4,-2017,
524,Cash loans,Unaccompanied,Business Entity Type 3,-786,
525,Cash loans,Unaccompanied,Industry: type 12,-279,0.0
526,Cash loans,Unaccompanied,XNA,365243,13.0
527,Cash loans,Family,XNA,365243,
528,Cash loans,Unaccompanied,Self-employed,-490,
529,Cash loans,Family,Business Entity Type 3,-442,9.0
530,Cash loans,Unaccompanied,Self-employed,-3443,
531,Cash loans,Family,Business Entity Type 3,-3569,19.0
532,Revolving loans,Unaccompanied,Bank,-155,
533,Cash loans,Unaccompanied,School,-5493,
534,Cash loans,Unaccompanied,Business Entity Type 3,-234,9.0
535,Cash loans,Unaccompanied,Self-employed,-890,
536,Cash loans,Unaccompanied,Industry: type 12,-1988,
537,Cash loans,Unaccompanied,Self-employed,-3942,6.0
538,Cash loans,Family,Kindergarten,-5368,
539,Cash loans,Family,XNA,365243,11.0
540,Cash loans,Unaccompanied,Insurance,-200,
541,Cash loans,Family,Business Entity Type 2,-8294,
542,Cash loans,Unaccompanied,Trade: type 7,-214,11.0
543,Cash loans,Unaccompanied,Kindergarten,-9284,
544,Cash loans,Unaccompanied,Industry: type 9,-797,8.0
545,Cash loans,Unaccompanied,Self-employed,-2412,
546,Cash loans,Unaccompanied,Business Entity Type 3,-1067,5.0
547,Cash loans,Unaccompanied,Transport: type 3,-1558,4.0
548,Cash loans,Unaccompanied,Business Entity Type 3,-1585,
549,Cash loans,Unaccompanied,Business Entity Type 3,-3078,
550,Cash loans,Unaccompanied,Agriculture,-1539,
551,Revolving loans,Unaccompanied,Business Entity Type 3,-2360,
552,Cash loans,Unaccompanied,Self-employed,-1401,2.0
553,Cash loans,Unaccompanied,Self-employed,-552,
554,Cash loans,Unaccompanied,Business Entity Type 3,-2260,
555,Cash loans,Family,Security,-459,
556,Cash loans,Unaccompanied,XNA,365243,
557,Cash loans,Family,XNA,365243,
558,Cash loans,Unaccompanied,Business Entity Type 3,-1631,0.0
559,Cash loans,Unaccompanied,Transport: type 4,-3334,2.0
560,Cash loans,Unaccompanied,Business Entity Type 3,-298,22.0
561,Revolving loans,Unaccompanied,Medicine,-1051,
562,Cash loans,Unaccompanied,Agriculture,-1607,15.0
563,Cash loans,Unaccompanied,School,-4832,
564,Cash loans,Unaccompanied,Business Entity Type 3,-1496,
565,Cash loans,Unaccompanied,Medicine,-2271,10.0
566,Cash loans,Family,XNA,365243,4.0
567,Cash loans,Unaccompanied,Business Entity Type 1,-853,
568,Cash loans,Unaccompanied,Trade: type 7,-3808,
569,Revolving loans,Unaccompanied,Industry: type 1,-12143,
570,Cash loans,Unaccompanied,XNA,365243,
571,Cash loans,Unaccompanied,Emergency,-4556,
572,Cash loans,Unaccompanied,Self-employed,-1381,
573,Cash loans,Unaccompanied,Kindergarten,-975,
574,Revolving loans,Unaccompanied,Self-employed,-1854,
575,Cash loans,Unaccompanied,Business Entity Type 3,-3871,2.0
576,Cash loans,Unaccompanied,Industry: type 4,-362,
577,Cash loans,Family,Medicine,-2415,
578,Cash loans,Unaccompanied,School,-437,11.0
579,Revolving loans,"Spouse, partner",Business Entity Type 3,-504,
580,Cash loans,Family,Business Entity Type 2,-1590,64.0
581,Cash loans,Family,XNA,365243,
582,Cash loans,Unaccompanied,Business Entity Type 1,-6767,
583,Cash loans,Unaccompanied,XNA,365243,30.0
584,Cash loans,Unaccompanied,Other,-3723,
585,Cash loans,Unaccompanied,Trade: type 2,-1374,
586,Cash loans,Family,XNA,365243,
587,Cash loans,Unaccompanied,Industry: type 7,-221,3.0
588,Cash loans,"Spouse, partner",Construction,-1090,8.0
589,Cash loans,Unaccompanied,XNA,365243,3.0
590,Cash loans,Unaccompanied,Business Entity Type 3,-1325,6.0
591,Cash loans,"Spouse, partner",Industry: type 2,-854,6.0
592,Cash loans,Unaccompanied,School,-6651,
593,Cash loans,Unaccompanied,Business Entity Type 2,-3059,
594,Cash loans,Unaccompanied,Self-employed,-5888,8.0
595,Cash loans,Unaccompanied,Construction,-1422,
596,Revolving loans,"Spouse, partner",Self-employed,-2135,36.0
597,Cash loans,Unaccompanied,Self-employed,-2018,6.0
598,Cash loans,Unaccompanied,Business Entity Type 3,-2125,
599,Cash loans,Unaccompanied,Security Ministries,-2582,
600,Cash loans,Family,Security,-1940,7.0
601,Cash loans,Unaccompanied,Transport: type 4,-1270,
602,Cash loans,Family,XNA,365243,
603,Cash loans,Unaccompanied,Self-employed,-3815,
604,Revolving loans,Unaccompanied,Business Entity Type 3,-1538,
605,Cash loans,Unaccompanied,Medicine,-724,
606,Cash loans,Unaccompanied,Other,-4428,
607,Revolving loans,Unaccompanied,Transport: type 2,-4677,
608,Cash loans,Family,XNA,365243,
609,Cash loans,"Spouse, partner",Construction,-263,3.0
610,Cash loans,Unaccompanied,XNA,365243,
611,Cash loans,Unaccompanied,Business Entity Type 3,-2022,
612,Cash loans,Unaccompanied,Self-employed,-2053,
613,Cash loans,Unaccompanied,XNA,365243,
614,Cash loans,"Spouse, partner",XNA,365243,12.0
615,Cash loans,Unaccompanied,Other,-7042,
616,Cash loans,Unaccompanied,Self-employed,-891,
617,Cash loans,Unaccompanied,XNA,365243,
618,Cash loans,Unaccompanied,XNA,365243,
619,Cash loans,Unaccompanied,Medicine,-2745,
620,Cash loans,Unaccompanied,Trade: type 2,-1756,10.0
621,Cash loans,Unaccompanied,Business Entity Type 3,-382,21.0
622,Cash loans,Unaccompanied,Business Entity Type 3,-1247,
623,Cash loans,Unaccompanied,Industry: type 3,-290,
624,Cash loans,Family,XNA,365243,
625,Cash loans,Family,Industry: type 1,-10098,18.0
626,Cash loans,Unaccompanied,Business Entity Type 3,-2419,20.0
627,Cash loans,Unaccompanied,Security,-908,
628,Cash loans,Unaccompanied,Housing,-7481,
629,Cash loans,Family,Self-employed,-1053,7.0
630,Cash loans,Unaccompanied,Medicine,-152,
631,Cash loans,Unaccompanied,XNA,365243,3.0
632,Cash loans,Unaccompanied,Agriculture,-1321,0.0
633,Cash loans,Unaccompanied,Transport: type 4,-1387,4.0
634,Cash loans,Unaccompanied,Trade: type 3,-1071,
635,Cash loans,Unaccompanied,Business Entity Type 3,-997,7.0
636,Cash loans,"Spouse, partner",Business Entity Type 3,-747,64.0
637,Cash loans,Unaccompanied,Self-employed,-1386,64.0
638,Cash loans,Unaccompanied,Medicine,-3606,
639,Cash loans,Unaccompanied,Business Entity Type 1,-1744,
640,Revolving loans,Unaccompanied,Business Entity Type 2,-1123,14.0
641,Cash loans,Family,Services,-146,
642,Cash loans,Unaccompanied,Insurance,-4551,
643,Cash loans,Family,Industry: type 7,-2930,4.0
644,Cash loans,Unaccompanied,Medicine,-7807,2.0
645,Cash loans,Unaccompanied,Housing,-3291,10.0
646,Cash loans,Unaccompanied,XNA,365243,
647,Revolving loans,Unaccompanied,Self-employed,-1849,
648,Revolving loans,Unaccompanied,Business Entity Type 3,-219,
649,Cash loans,Unaccompanied,Business Entity Type 3,-382,16.0
650,Cash loans,Unaccompanied,XNA,365243,
651,Cash loans,Unaccompanied,Business Entity Type 3,-5858,
652,Revolving loans,Unaccompanied,XNA,365243,3.0
653,Cash loans,"Spouse, partner",Self-employed,-337,10.0
654,Cash loans,Unaccompanied,Self-employed,-261,
655,Cash loans,Family,Business Entity Type 3,-1369,
656,Cash loans,Unaccompanied,Business Entity Type 3,-1023,
657,Cash loans,Unaccompanied,Government,-3266,
658,Cash loans,Unaccompanied,Business Entity Type 3,-1954,
659,Cash loans,Unaccompanied,Restaurant,-1337,
660,Cash loans,Unaccompanied,Business Entity Type 3,-4752,3.0
661,Cash loans,Unaccompanied,Services,-215,
662,Revolving loans,Unaccompanied,Emergency,-1335,13.0
663,Cash loans,Unaccompanied,Business Entity Type 3,-415,16.0
664,Cash loans,Unaccompanied,Other,-1574,
665,Cash loans,Unaccompanied,Business Entity Type 3,-2271,17.0
666,Cash loans,"Spouse, partner",Transport: type 4,-2008,
667,Cash loans,Unaccompanied,Industry: type 9,-5171,
668,Cash loans,Unaccompanied,XNA,365243,
669,Cash loans,Unaccompanied,Self-employed,-1220,
670,Cash loans,Unaccompanied,Industry: type 9,-666,13.0
671,Cash loans,Family,Self-employed,-749,
672,Cash loans,Unaccompanied,Industry: type 11,-2711,17.0
673,Cash loans,Unaccompanied,Business Entity Type 2,-13878,
674,Cash loans,Unaccompanied,Self-employed,-1244,
675,Cash loans,Family,Self-employed,-2402,1.0
676,Cash loans,Unaccompanied,Government,-1760,
677,Revolving loans,Unaccompanied,Self-employed,-1327,
678,Cash loans,Unaccompanied,XNA,365243,
679,Cash loans,Unaccompanied,XNA,365243,19.0
680,Cash loans,Unaccompanied,School,-1890,
681,Cash loans,Unaccompanied,Trade: type 7,-2351,11.0
682,Cash loans,Unaccompanied,Mobile,-996,
683,Cash loans,Unaccompanied,Business Entity Type 3,-1048,
684,Cash loans,Unaccompanied,Business Entity Type 3,-1172,13.0
685,Cash loans,Family,Government,-706,
686,Cash loans,Family,XNA,365243,
687,Cash loans,Unaccompanied,Business Entity Type 3,-786,4.0
688,Cash loans,Unaccompanied,Self-employed,-514,
689,Cash loans,Unaccompanied,Business Entity Type 2,-409,
690,Cash loans,Unaccompanied,Medicine,-3997,16.0
691,Cash loans,Unaccompanied,XNA,365243,
692,Cash loans,Unaccompanied,Services,-183,
693,Cash loans,Unaccompanied,Self-employed,-4275,
694,Cash loans,Family,Trade: type 7,-1035,
695,Cash loans,Unaccompanied,Trade: type 1,-733,
696,Cash loans,Unaccompanied,Business Entity Type 3,-1901,2.0
697,Cash loans,Unaccompanied,Police,-744,
698,Cash loans,Family,Business Entity Type 3,-1629,7.0
699,Cash loans,Unaccompanied,Business Entity Type 3,-1116,
700,Cash loans,Family,Self-employed,-1497,
701,Revolving loans,Unaccompanied,Self-employed,-770,13.0
702,Cash loans,Unaccompanied,Business Entity Type 3,-296,
703,Cash loans,Unaccompanied,Industry: type 9,-1405,
704,Cash loans,Unaccompanied,Transport: type 4,-1302,
705,Cash loans,Unaccompanied,Police,-4110,
706,Cash loans,Unaccompanied,XNA,365243,3.0
707,Cash loans,Unaccompanied,XNA,365243,
708,Cash loans,Unaccompanied,Business Entity Type 3,-419,
709,Cash loans,Unaccompanied,Self-employed,-1331,
710,Cash loans,Unaccompanied,XNA,365243,
711,Cash loans,Unaccompanied,Self-employed,-748,
712,Cash loans,Unaccompanied,Business Entity Type 3,-926,
713,Cash loans,Unaccompanied,Business Entity Type 3,-439,
714,Revolving loans,Unaccompanied,Self-employed,-1017,
715,Cash loans,Unaccompanied,XNA,365243,
716,Cash loans,Unaccompanied,Agriculture,-948,
717,Cash loans,Unaccompanied,Business Entity Type 3,-1799,
718,Cash loans,Unaccompanied,XNA,365243,
719,Cash loans,Children,Industry: type 9,-1563,14.0
720,Cash loans,Unaccompanied,Kindergarten,-7042,
721,Cash loans,Unaccompanied,Medicine,-145,
722,Cash loans,Unaccompanied,Transport: type 4,-146,
723,Cash loans,Unaccompanied,Construction,-1725,64.0
724,Revolving loans,,Kindergarten,-381,
725,Cash loans,Unaccompanied,Government,-1836,
726,Cash loans,Unaccompanied,Business Entity Type 3,-1815,
727,Cash loans,Unaccompanied,Transport: type 2,-239,6.0
728,Cash loans,Unaccompanied,Self-employed,-697,
729,Cash loans,Unaccompanied,Military,-5076,14.0
730,Cash loans,Family,Kindergarten,-438,
731,Cash loans,Unaccompanied,Electricity,-2834,
732,Cash loans,Unaccompanied,Transport: type 4,-313,
733,Cash loans,Unaccompanied,XNA,365243,
734,Cash loans,Unaccompanied,Business Entity Type 3,-3532,1.0
735,Cash loans,Family,Business Entity Type 2,-2079,5.0
736,Cash loans,Unaccompanied,Medicine,-5217,
737,Cash loans,Unaccompanied,XNA,365243,
738,Revolving loans,"Spouse, partner",Self-employed,-1221,17.0
739,Cash loans,Unaccompanied,Business Entity Type 3,-2260,20.0
740,Cash loans,"Spouse, partner",Kindergarten,-1725,
741,Cash loans,Unaccompanied,Self-employed,-677,
742,Cash loans,Unaccompanied,Self-employed,-2435,14.0
743,Cash loans,Unaccompanied,Other,-4356,
744,Cash loans,Unaccompanied,XNA,365243,
745,Cash loans,Unaccompanied,Business Entity Type 3,-95,12.0
746,Cash loans,Unaccompanied,Self-employed,-2402,
747,Cash loans,Unaccompanied,Self-employed,-732,
748,Cash loans,Unaccompanied,Other,-5632,
749,Cash loans,Unaccompanied,Business Entity Type 3,-2140,12.0
750,Cash loans,Unaccompanied,XNA,365243,
751,Cash loans,Unaccompanied,Self-employed,-126,
752,Cash loans,Unaccompanied,Kindergarten,-5070,13.0
753,Cash loans,Unaccompanied,Agriculture,-1357,
754,Cash loans,Unaccompanied,XNA,365243,8.0
755,Cash loans,Unaccompanied,Business Entity Type 3,-2919,
756,Cash loans,Unaccompanied,Business Entity Type 3,-300,
757,Cash loans,Unaccompanied,Postal,-9569,
758,Cash loans,Unaccompanied,Trade: type 3,-300,
759,Cash loans,Unaccompanied,Business Entity Type 3,-1236,
760,Cash loans,Unaccompanied,Electricity,-98,
761,Cash loans,Unaccompanied,Industry: type 5,-1062,
762,Cash loans,Unaccompanied,Industry: type 11,-380,5.0
763,Cash loans,Unaccompanied,Industry: type 3,-665,
764,Cash loans,Unaccompanied,Self-employed,-1310,
765,Cash loans,Unaccompanied,Trade: type 7,-1369,2.0
766,Cash loans,Unaccompanied,XNA,365243,
767,Revolving loans,Unaccompanied,Other,-350,
768,Cash loans,Unaccompanied,Business Entity Type 3,-413,
769,Cash loans,Unaccompanied,Self-employed,-1031,5.0
770,Cash loans,Unaccompanied,Medicine,-1091,
771,Cash loans,Family,Business Entity Type 3,-3635,
772,Cash loans,Unaccompanied,Other,-6607,4.0
773,Cash loans,Unaccompanied,XNA,365243,
774,Cash loans,Unaccompanied,Industry: type 10,-12166,8.0
775,Revolving loans,"Spouse, partner",Self-employed,-5557,2.0
776,Cash loans,Unaccompanied,Medicine,-4695,
777,Cash loans,Family,XNA,365243,
778,Cash loans,Unaccompanied,XNA,365243,
779,Cash loans,Children,School,-3300,
780,Cash loans,Family,Security Ministries,-2716,
781,Cash loans,Unaccompanied,Other,-8026,
782,Cash loans,Unaccompanied,Government,-1252,
783,Cash loans,Unaccompanied,Self-employed,-473,
784,Cash loans,Unaccompanied,XNA,365243,
785,Cash loans,Family,Trade: type 3,-750,
786,Cash loans,Family,Transport: type 2,-796,
787,Cash loans,Unaccompanied,Trade: type 7,-687,
788,Cash loans,Unaccompanied,XNA,365243,
789,Cash loans,Unaccompanied,Medicine,-3797,
790,Cash loans,Unaccompanied,Business Entity Type 3,-344,
791,Revolving loans,Unaccompanied,Trade: type 3,-143,
792,Cash loans,Family,Business Entity Type 1,-1076,
793,Cash loans,Unaccompanied,Government,-3725,13.0
794,Cash loans,Family,Business Entity Type 3,-2207,
795,Cash loans,Unaccompanied,XNA,365243,
796,Revolving loans,Unaccompanied,Bank,-594,
797,Cash loans,Family,Business Entity Type 3,-2136,
798,Cash loans,Unaccompanied,Industry: type 9,-4800,0.0
799,Cash loans,Family,Postal,-215,
800,Cash loans,Unaccompanied,School,-1492,
801,Cash loans,Family,Trade: type 7,-2258,
802,Cash loans,Unaccompanied,XNA,365243,
803,Cash loans,Unaccompanied,Transport: type 3,-1806,7.0
804,Cash loans,Other_B,Government,-711,
805,Cash loans,Family,XNA,365243,
806,Cash loans,Family,Other,-502,1.0
807,Cash loans,Unaccompanied,Business Entity Type 3,-1064,
808,Cash loans,Unaccompanied,Kindergarten,-1643,
809,Cash loans,Family,Business Entity Type 3,-4700,
810,Cash loans,Unaccompanied,Other,-868,
811,Cash loans,Unaccompanied,Postal,-3386,5.0
812,Cash loans,Unaccompanied,Kindergarten,-3021,
813,Cash loans,Unaccompanied,Services,-791,
814,Cash loans,Unaccompanied,Business Entity Type 3,-2010,
815,Cash loans,Family,Business Entity Type 3,-1858,2.0
816,Revolving loans,Family,Self-employed,-1015,
817,Cash loans,Family,Business Entity Type 2,-960,7.0
818,Cash loans,Unaccompanied,XNA,365243,
819,Cash loans,Unaccompanied,Business Entity Type 3,-249,11.0
820,Cash loans,Unaccompanied,XNA,365243,2.0
821,Cash loans,Family,Medicine,-1684,
822,Cash loans,"Spouse, partner",Government,-1542,6.0
823,Cash loans,Unaccompanied,XNA,365243,
824,Cash loans,Unaccompanied,Kindergarten,-7655,
825,Cash loans,Unaccompanied,Trade: type 3,-402,
826,Cash loans,Unaccompanied,School,-404,
827,Cash loans,Family,Business Entity Type 3,-238,
828,Cash loans,Unaccompanied,XNA,365243,
829,Cash loans,Unaccompanied,Medicine,-1508,2.0
830,Cash loans,Family,XNA,365243,18.0
831,Cash loans,Other_A,Business Entity Type 2,-7107,
832,Cash loans,Unaccompanied,Business Entity Type 3,-2411,
833,Cash loans,Unaccompanied,Business Entity Type 3,-975,
834,Revolving loans,Unaccompanied,Business Entity Type 2,-11807,
835,Cash loans,Unaccompanied,XNA,365243,
836,Cash loans,Unaccompanied,Kindergarten,-1533,
837,Cash loans,Unaccompanied,Services,-1779,11.0
838,Cash loans,Family,Trade: type 6,-984,14.0
839,Cash loans,Family,Other,-5553,11.0
840,Cash loans,Unaccompanied,Restaurant,-1685,
841,Cash loans,Unaccompanied,Industry: type 11,-992,
842,Cash loans,Unaccompanied,Business Entity Type 3,-2287,7.0
843,Cash loans,Unaccompanied,Transport: type 4,-395,
844,Cash loans,Unaccompanied,Medicine,-63,
845,Cash loans,Unaccompanied,Self-employed,-299,
846,Cash loans,Unaccompanied,Business Entity Type 3,-1625,26.0
847,Cash loans,Unaccompanied,Self-employed,-1516,18.0
848,Cash loans,Unaccompanied,Business Entity Type 3,-213,
849,Cash loans,Unaccompanied,Self-employed,-233,6.0
850,Cash loans,Unaccompanied,Business Entity Type 3,-710,
851,Cash loans,Unaccompanied,Other,-2640,
852,Cash loans,Unaccompanied,XNA,365243,
853,Revolving loans,Unaccompanied,Self-employed,-959,2.0
854,Cash loans,Unaccompanied,Business Entity Type 3,-111,10.0
855,Cash loans,Unaccompanied,XNA,365243,21.0
856,Cash loans,Unaccompanied,Self-employed,-3636,11.0
857,Revolving loans,Unaccompanied,Trade: type 7,-1285,
858,Cash loans,Family,Trade: type 3,-505,
859,Cash loans,Unaccompanied,XNA,365243,
860,Cash loans,Unaccompanied,Business Entity Type 3,-5303,22.0
861,Cash loans,Family,Self-employed,-3683,1.0
862,Cash loans,Unaccompanied,Business Entity Type 3,-756,11.0
863,Cash loans,Unaccompanied,Self-employed,-2034,14.0
864,Cash loans,Family,Medicine,-3952,
865,Cash loans,Unaccompanied,Business Entity Type 3,-4174,
866,Cash loans,Unaccompanied,Business Entity Type 3,-1453,
867,Cash loans,Family,Business Entity Type 2,-7508,
868,Cash loans,Family,Business Entity Type 3,-1689,
869,Cash loans,Unaccompanied,Business Entity Type 3,-2303,65.0
870,Cash loans,Unaccompanied,Other,-1087,
871,Cash loans,Unaccompanied,Business Entity Type 1,-1354,2.0
872,Cash loans,Unaccompanied,Self-employed,-438,
873,Cash loans,Unaccompanied,Self-employed,-1623,
874,Cash loans,Unaccompanied,Business Entity Type 1,-743,5.0
875,Cash loans,Unaccompanied,Postal,-197,65.0
876,Revolving loans,Unaccompanied,XNA,365243,
877,Cash loans,Family,Business Entity Type 3,-683,22.0
878,Cash loans,Unaccompanied,Self-employed,-176,
879,Cash loans,Unaccompanied,Industry: type 1,-482,
880,Cash loans,Unaccompanied,Self-employed,-1943,
881,Cash loans,Unaccompanied,Business Entity Type 3,-1670,
882,Cash loans,Unaccompanied,Self-employed,-1619,9.0
883,Cash loans,Family,Business Entity Type 2,-3067,2.0
884,Cash loans,Family,Other,-524,
885,Cash loans,Unaccompanied,Self-employed,-8373,11.0
886,Revolving loans,Unaccompanied,XNA,365243,13.0
887,Cash loans,Unaccompanied,School,-8506,10.0
888,Cash loans,Unaccompanied,Transport: type 2,-5582,
889,Cash loans,Unaccompanied,XNA,365243,
890,Cash loans,Family,Other,-6281,4.0
891,Cash loans,Unaccompanied,Self-employed,-1403,22.0
892,Cash loans,Unaccompanied,Self-employed,-5378,
